state_code,state,election,dem_column,rep_column,total_dem_votes,total_rep_votes,total_two_party_votes,dem_vote_share_pct,rep_vote_share_pct,dem_seats,rep_seats,tied_districts,total_districts,dem_seat_share_pct,rep_seat_share_pct,dem_wasted_votes,rep_wasted_votes,efficiency_gap_exact_pct,efficiency_gap_shortcut_pct,shortcut_minus_exact_pp,mean_median_difference_pp,district_turnout_mean,district_turnout_cv
MO,Missouri,2016 Presidential,PRE16D,PRE16R,1070966,1594501,2665467,40.179300662885716,59.82069933711429,2,6,0,8,25.0,75.0,752184,580545,-6.43935940681314,-5.358601325771428,1.080758081041712,-8.370872115396988,333183.375,0.06957136807066834
