state_code,state,election,dem_column,rep_column,total_dem_votes,total_rep_votes,total_two_party_votes,dem_vote_share_pct,rep_vote_share_pct,dem_seats,rep_seats,tied_districts,total_districts,dem_seat_share_pct,rep_seat_share_pct,dem_wasted_votes,rep_wasted_votes,efficiency_gap_exact_pct,efficiency_gap_shortcut_pct,shortcut_minus_exact_pp,mean_median_difference_pp,district_turnout_mean,district_turnout_cv
MI,Michigan,2016 Presidential,PRE16D,PRE16R,2268777,2279540,4548317,49.881681509885965,50.118318490114035,6,7,0,13,46.15384615384615,53.84615384615385,1225198,1048952,-3.8749717752742385,-3.609516865925777,0.2654549093484615,-2.144666264131423,349870.53846153844,0.06650770538028007
