state_code,state,election,dem_column,rep_column,total_dem_votes,total_rep_votes,total_two_party_votes,dem_vote_share_pct,rep_vote_share_pct,dem_seats,rep_seats,tied_districts,total_districts,dem_seat_share_pct,rep_seat_share_pct,dem_wasted_votes,rep_wasted_votes,efficiency_gap_exact_pct,efficiency_gap_shortcut_pct,shortcut_minus_exact_pp,mean_median_difference_pp,district_turnout_mean,district_turnout_cv
MO,Missouri,2020 Presidential,PRE20D,PRE20R,1253014,1718736,2971750,42.16417935559855,57.83582064440145,2,6,0,8,25.0,75.0,907104,578766,-11.04864137292841,-9.328358711197104,1.7202826617313052,-8.488234441687725,371468.75,0.07064164840513765
