state_code,state,election,dem_column,rep_column,total_dem_votes,total_rep_votes,total_two_party_votes,dem_vote_share_pct,rep_vote_share_pct,dem_seats,rep_seats,tied_districts,total_districts,dem_seat_share_pct,rep_seat_share_pct,dem_wasted_votes,rep_wasted_votes,efficiency_gap_exact_pct,efficiency_gap_shortcut_pct,shortcut_minus_exact_pp,mean_median_difference_pp,district_turnout_mean,district_turnout_cv
MI,Michigan,2020 Presidential,PRE20D,PRE20R,2804046,2649864,5453910,51.41349967271187,48.58650032728813,7,6,0,13,53.84615384615385,46.15384615384615,1354383,1372562,0.3333204985047425,1.0191545007301017,0.6858340022253593,-1.4019748014664102,419531.53846153844,0.07973572630162877
