state_code,state,election,dem_votes,rep_votes,two_party_votes,dem_vote_share,rep_vote_share,total_districts,dem_seats,rep_seats,tied_seats,dem_seat_share,rep_seat_share,dem_representation_gap,rep_representation_gap,dem_vote_share_pct,rep_vote_share_pct,dem_seat_share_pct,rep_seat_share_pct,dem_representation_gap_pp,rep_representation_gap_pp
MI,Michigan,2020 Presidential,2804046,2649864,5453910,0.5141349967271187,0.4858650032728813,13,7,6,0,0.5384615384615384,0.46153846153846156,0.024326541734419727,-0.024326541734419727,51.41349967271187,48.58650032728813,53.84615384615385,46.15384615384615,2.4326541734419727,-2.4326541734419727
MO,Missouri,2020 Presidential,1253014,1718736,2971750,0.4216417935559855,0.5783582064440145,8,2,6,0,0.25,0.75,-0.17164179355598552,0.17164179355598552,42.16417935559855,57.83582064440145,25.0,75.0,-17.164179355598552,17.164179355598552
