state_code,state,presidential_election,house_election,dem_presidential_votes,rep_presidential_votes,two_party_presidential_votes,dem_presidential_vote_share_pct,rep_presidential_vote_share_pct,actual_dem_house_seats,actual_rep_house_seats,actual_total_house_seats,actual_dem_house_seat_share_pct,actual_rep_house_seat_share_pct,actual_dem_representation_gap_pp,actual_rep_representation_gap_pp,presidential_dem_district_wins,presidential_rep_district_wins,presidential_tied_districts,presidential_dem_district_share_pct,presidential_rep_district_share_pct
MI,Michigan,2020 Presidential,2022 U.S. House,2804046,2649864,5453910,51.41349967271187,48.58650032728813,7,6,13,53.84615384615385,46.15384615384615,2.4326541734419727,-2.4326541734419727,7,6,0,53.84615384615385,46.15384615384615
