state_code,state,election,dem_votes,rep_votes,two_party_votes,dem_vote_share,rep_vote_share,total_districts,dem_seats,rep_seats,tied_seats,dem_seat_share,rep_seat_share,dem_representation_gap,rep_representation_gap,dem_vote_share_pct,rep_vote_share_pct,dem_seat_share_pct,rep_seat_share_pct,dem_representation_gap_pp,rep_representation_gap_pp
MO,Missouri,2020 Presidential,1253014,1718736,2971750,0.4216417935559855,0.5783582064440145,8,2,6,0,0.25,0.75,-0.17164179355598552,0.17164179355598552,42.16417935559855,57.83582064440145,25.0,75.0,-17.164179355598552,17.164179355598552
