state,district,simplification_tolerance_m,area,perimeter,convex_hull_area,polsby_popper,reock,convex_hull_ratio
Michigan,3,500,2150848480.551249,270543.70552108216,2850213200.440893,0.3692706687106107,0.3737675144299876,0.754627225857539
Michigan,3,1000,2145321172.3027272,259960.3275798257,2828226808.5208597,0.3989220404672044,0.372806996623076,0.7585392960137851
Michigan,3,2500,2153705388.088738,249699.70115026692,2824597081.766136,0.4340703419016138,0.37426397861093724,0.7624823384516457
Michigan,4,0,6323738516.276951,428014.9212101687,8267006052.936679,0.4337764288014783,0.44264984182756983,0.7649369645774695
Michigan,4,100,6323292817.290108,426252.6006078895,8265968859.728187,0.4373398726285825,0.4426186437339932,0.7649790272132769
Michigan,4,250,6327937244.6691065,425525.55805313285,8265968859.728187,0.4391579283188903,0.44294374494421546,0.7655409005348214
Michigan,4,500,6334324792.248333,423039.83142688987,8258409661.444481,0.4447824791847704,0.44499755269848235,0.7670150854614294
Michigan,4,1000,6341468154.294711,422173.632318584,8258409661.444481,0.4471131773946488,0.4454993865534383,0.7678800658074308
Michigan,4,2500,6458404905.970689,414099.0262827529,8239325799.6182165,0.4732893312096797,0.4537144007851238,0.7838511381926359
Michigan,5,0,13877696822.147972,816201.2303487073,17566772540.207695,0.261777773338475,0.19129418777111526,0.7899969553532964
Michigan,5,100,13879157682.105253,805169.9145180463,17560565949.47269,0.26902825581268835,0.19131457756355982,0.7903593609704826
Michigan,5,250,13863601006.238077,797110.3328217132,17559053805.072884,0.2741883746999307,0.1911001395594683,0.7895414616380312
Michigan,5,500,13805205943.12185,788654.7130819522,17534663798.28251,0.27891954473378083,0.1902952040520144,0.7873094176162103
Michigan,5,1000,13823433939.426418,780100.5215078393,17533846519.428253,0.2854464649695684,0.19054646435849068,0.7883857044208447
Michigan,5,2500,13753089866.407837,760970.1759383597,17533846519.428253,0.29845226040777095,0.18957682002402207,0.7843738024721971
Michigan,6,0,2612101645.057709,348015.0154194752,3603190162.595639,0.2710216418824638,0.387066287316531,0.7249413789407171
Michigan,6,100,2610649395.646571,343355.1657079019,3602574573.4419107,0.2782731112383704,0.3868510901824951,0.7246621388193357
Michigan,6,250,2609718249.877156,336811.47836575354,3598684698.4076185,0.28908777025568255,0.38671311119664664,0.7251866914130959
Michigan,6,500,2618164857.9345827,328332.6814102748,3592375834.3423686,0.3051958517725324,0.38796474595879005,0.7288115104509582
Michigan,6,1000,2616461165.627652,321556.0519075177,3591430181.0376787,0.3179880370224107,0.38771228952884174,0.7285290354361484
Michigan,6,2500,2659132085.9854364,312789.10255308996,3577305578.243391,0.3415439103834787,0.3940353492575921,0.7433337823186978
Michigan,7,0,7243733580.19461,412233.8613941959,8126369254.599413,0.5356548088002019,0.5109264194927751,0.8913862209860518
Michigan,7,100,7239727819.885095,411988.2837061543,8123468118.762112,0.5359970160629122,0.5106438789012882,0.8912114523061998
Michigan,7,250,7244145836.90928,411554.5736788494,8120805414.261686,0.5374550945744379,0.5109554974323868,0.8920477055375783
Michigan,7,500,7243359456.94635,410328.3021222217,8108431577.713866,0.5406135859526292,0.5109000312429028,0.8933120280443411
Michigan,7,1000,7243977942.9123,407936.6065520654,8108431577.713866,0.5470180103715749,0.5109436552686336,0.8933883049371066
Michigan,7,2500,7195130729.262654,403088.0145648455,8036929018.423053,0.5564790040971963,0.507498286703687,0.8952587129697495
Michigan,8,0,5897026224.531767,531309.5151767521,7755494956.141291,0.262511138621535,0.3790031613083842,0.7603674888424922
Michigan,8,100,5895888937.92587,512214.08937327354,7753934174.588421,0.28239442414462956,0.37893006765023574,0.7603738702410153
Michigan,8,250,5897183360.549591,492177.8728596654,7753892685.93139,0.305921729296621,0.37901326047451356,0.7605448771878672
Michigan,8,500,5895907931.567616,473460.4277177759,7753892685.93139,0.3305165302734725,0.37893128837573237,0.7603803883261258
